"iso3c";"country";"capital_city";"longitude";"latitude";"region";"income_level";"date";"ARB";"SRF";"CO2";"GDP";"POP";"URB"
"CZE";"Czech Republic";"Prague";14,4205;50,0878;"Europe & Central Asia";"High income";2018;NA;78870;NA;248908731817,502;10629928;7844036
"CZE";"Czech Republic";"Prague";14,4205;50,0878;"Europe & Central Asia";"High income";2019;NA;NA;NA;250680504529,647;10669709;7887156
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1990;11971000;356970;NA;1771671206875,68;79433029;58079842
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1991;11559000;356970;929973,202;1868945197407,19;80013896;58625381
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1992;11467000;356970;891975,748;2131571696931,75;80624598;59146205
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1993;11676000;356990;877645,112;2071323790370,28;81156363;59647492
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1994;11805000;357000;865558,68;2205074123177,05;81438348;60028206
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1995;11835000;357020;864110,215;2585792275146,72;81678051;60378049
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1996;11835000;357030;889614,2;2497244606186,64;81914831;60725922
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1997;11832000;357030;862276,715;2211989623279,95;82034771;60986289
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1998;11879000;357030;855364,42;2238990774702,68;82047195;61167004
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";1999;11822000;357030;822460,429;2194204133816,32;82100243;61376500
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2000;11804000;357030;829977,779;1943145384190,16;82211508;61629857
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2001;11813000;357030;853662,932;1944107382550,34;82349925;61902439
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2002;11791000;357040;829724,756;2068624129493,69;82488495;62174878
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2003;11827000;357040;823003,145;2496128668171,56;82534176;62376854
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2004;11898000;357050;815969,839;2809187981127,39;82516260;62529997
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2005;11904000;357090;797759,517;2845802760850,64;82469422;62660267
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2006;11866000;357100;816721,574;2992196713084,93;82376451;62753557
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2007;11877000;357100;781247,016;3421229126745,14;82266372;62833410
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2008;11932000;357110;779296,172;3730027830672,33;82110097;62875807
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2009;11945000;357120;720547,165;3397791053070,3;81902307;62877220
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2010;11846000;357126,9921875;757880,892;3396354075663,73;81776930;62940432
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2011;11875000;357140;729810,007;3744408602683,94;80274983;61940177
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2012;11834000;357170;738141,431;3527344944139,83;80425823;62064608
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2013;11876000;357340;757961,566;3732743446218,92;80645605;62242278
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2014;11871000;357380;720363,815;3883920155292,26;80982500;62510392
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2015;11849000;357408,984375;727045,089;3356235704119,75;81686611;63062064
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2016;11763000;357580;727972,84;3467498002104,33;82348669;63592936
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2017;NA;357580;NA;3682602479929,42;82657002;63861626
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2018;NA;357580;NA;3963767526250,98;82905782;64096118
"DEU";"Germany";"Berlin";13,4115;52,5235;"Europe & Central Asia";"High income";2019;NA;NA;NA;3861123558039,21;83132799;64324835
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1990;1000;23200;322,696;452328087,282876;590398;448449
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1991;1000;23200;337,364;462421998,525779;606844;461893
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1992;1000;23200;337,364;478058304,871118;615054;468431
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1993;1000;23200;337,364;466048469,22986;618495;471336
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1994;1000;23200;330,03;491689220,744875;622366;474579
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1995;1000;23200;330,03;497723960,589913;630388;480986
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1996;1000;23200;333,697;494004647,73437;643654;491411
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1997;1000;23200;348,365;502675542,001227;660863;504853
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1998;1000;23200;341,031;514267869,300758;680463;520139
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";1999;1000;23200;341,031;536080148,097299;699975;535376
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2000;1000;23200;366,7;551230861,856505;717584;549181
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2001;1000;23200;366,7;572417440,820162;733015;561328
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2002;1000;23200;399,703;591122039,601398;746942;572337
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2003;1000;23200;421,705;622044665,515049;759641;582417
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2004;1000;23200;407,037;666072101,777505;771603;591943
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2005;1000;23200;414,371;708633194,726566;783254;601234
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2006;1299,99995231628;23200;410,704;768873684,032838;794563;610280
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2007;1500;23200;462,042;847918929,107984;805451;619013
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2008;1200,00004768372;23200;498,712;999105339,267729;816358;627771
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2009;1299,99995231628;23200;458,375;1049110684,72493;827823;636960
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2010;1600,00002384186;23200;517,047;1128611700,3618;840198;646944
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2011;2000;23200;473,043;1239144501,77525;853674;657875
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2012;2000;23200;480,377;1353632941,5207;868136;669663
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2013;2000;23200;572,052;2042817162,85639;883293;682097
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2014;2000;23200;612,389;2214681573,56933;898696;694818
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2015;2000;23200;627,057;2430287967,02678;913993;707586
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2016;2000;23200;619,723;2603554906,59464;929112;720322
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2017;NA;23200;NA;2751461055,59307;944097;733072
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2018;NA;23200;NA;3012820409,63313;958920;745819
"DJI";"Djibouti";"Djibouti";43,1425;11,5806;"Middle East & North Africa";"Lower middle income";2019;NA;NA;NA;3324634256,13324;973560;758549
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1990;5000;750;58,672;201428730;70419;44420
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1991;4000;750;58,672;219763222,222222;70374;45379
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1992;4000;750;58,672;234058259,259259;70544;45550
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1993;4000;750;62,339;245527592,592593;70831;45796
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1994;4000;750;66,006;264375666,666667;71043;45996
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1995;3000;750;80,674;274522148,148148;71098;46094
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1996;3000;750;73,34;292286000;70936;46050
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1997;3000;750;80,674;302989185,185185;70599;45893
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1998;3000;750;77,007;322409851,851852;70185;45685
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";1999;4000;750;80,674;331759000;69835;45518
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2000;5000;750;102,676;333468888,888889;69650;45457
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2001;5000;750;110,01;340205074,074074;69661;45546
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2002;5000;750;102,676;333195185,185185;69837;45875
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2003;5000;750;117,344;343310666,666667;70100;46262
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2004;5000;750;143,013;367199111,111111;70382;46663
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2005;5000;750;143,013;364255074,074074;70589;47013
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2006;5000;750;143,013;390250148,148148;70718;47312
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2007;5000;750;183,35;421375851,851852;70795;47576
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2008;5000;750;165,015;458190185,185185;70827;47810
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2009;6000;750;161,348;489074333,333333;70851;48036
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2010;6000;750;172,349;493825925,925926;70878;48264
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2011;6000;750;154,014;501025925,925926;70916;48499
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2012;6000;750;165,015;485996296,296296;70965;48742
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2013;6000;750;168,682;498296296,296296;71016;48988
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2014;6000;750;176,016;520207407,407407;71085;49248
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2015;6000;750;176,016;540737037,037037;71183;49528
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2016;6000;750;179,683;576229629,62963;71307;49829
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2017;NA;750;NA;519837037,037037;71458;50150
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2018;NA;750;NA;551074074,074074;71625;50483
"DMA";"Dominica";"Roseau";-61,39;15,2976;"Latin America & Caribbean";"Upper middle income";2019;NA;NA;NA;582403703,703704;71808;50830
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1990;2561000;43090;50230,566;138247285815,855;5140939;4361727
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1991;2548000;43090;60270,812;139224688814,195;5154298;4374504
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1992;2539000;43090;54322,938;152915654478,885;5171370;4390390
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1993;2533000;43090;57065,854;143195627014,605;5188628;4406442
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1994;2365000;43090;61000,545;156162386724,523;5206180;4422754
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1995;2319000;43090;57172,197;185006881515,065;5233373;4447268
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1996;2322000;43090;72181,228;187632346387,984;5263074;4473929
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1997;2365000;43090;61557,929;173537647058,824;5284991;4493986
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1998;2366000;43090;59552,08;176991934992,837;5304219;4511769
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";1999;2294000;43090;55148,013;177965188354,692;5321799;4528106
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2000;2281000;43090;51330,666;164158739097,623;5339616;4544013
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2001;2292000;43090;52918,477;164791442543,375;5358783;4563004
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2002;2276000;43090;52049,398;178635163717,431;5375931;4582981
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2003;2266000;43090;55998,757;218096033517,009;5390574;4601394
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2004;2269000;43090;50600,933;251373002954,382;5404523;4624434
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2005;2332000;43090;47062,278;264467336457,17;5419432;4652908
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2006;2347000;43090;55019,668;282884947702,966;5437272;4681382
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2007;2306000;43090;50318,574;319423424509,066;5461438;4712839
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2008;2402000;43090;47421,644;353361038818,383;5493621;4751268
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2009;2431000;43090;44488,044;321241303699,006;5523095;4785983
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2010;2421000;43090;45815,498;321995279401,502;5547683;4815111
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2011;2499000;43090;40656,029;344003137611,271;5570572;4844002
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2012;2418000;42920;36427,978;327148943812,137;5591572;4872608
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2013;2407600,09765625;42920;37253,053;343584391647,927;5614932;4901386
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2014;2432000;42920;33146,013;352993631617,708;5643475;4932961
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2015;2353000;42920;30817,468;302673070846,857;5683483;4974525
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2016;2375000;42920;31785,556;313115929314,339;5728010;5020143
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2017;NA;42920;NA;332121063806,391;5764980;5059173
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2018;NA;42920;NA;356879499797,896;5793636;5091100
"DNK";"Denmark";"Copenhagen";12,5681;55,6763;"Europe & Central Asia";"High income";2019;NA;NA;NA;350104327658,675;5818553;5119978
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1990;900000;48670;9229,839;7073675544,80847;7133494;3939543
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1991;900000;48670;10043,913;9734321854,66098;7270409;4034859
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1992;900000;48670;10923,993;11356271338,9377;7408342;4131410
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1993;900000;48670;11763,736;13081042396,3153;7546463;4228811
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1994;900000;48670;12475,134;14664237669,3135;7683707;4360657
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1995;930000;48670;15885,444;16598679275,3976;7819247;4503730
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1996;935000;48670;17326,575;18241691854,1914;7952763;4647674
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1997;860000;48670;18048,974;20017908832,3285;8084407;4792113
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1998;870000;48670;18397,339;21672526559,7479;8214426;4937445
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";1999;850000;48670;18562,354;22137599984,4373;8343283;5083813
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2000;898000;48670;19790,799;24305116729,1701;8471321;5231295
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2001;898000;48670;19816,468;25601765403,0896;8598601;5379715
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2002;898000;48670;21330,939;27137508655,3127;8724975;5529104
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2003;820000;48670;21514,289;21403167849,0353;8850317;5717747
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2004;820000;48670;18309,331;22322395369,1384;8974444;5923402
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2005;820000;48670;18639,361;35777570134,0385;9097257;6128822
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2006;820000;48670;19783,465;37879869898,3451;9218686;6334159
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2007;820000;48670;21173,258;43965420071,0915;9338861;6539070
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2008;800000;48670;20711,216;48122547176,8322;9458075;6743607
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2009;800000;48670;20227,172;48261033297,3001;9576737;6947157
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2010;800000;48670;21022,911;53860175556,5208;9695121;7150443
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2011;800000;48670;21767,312;58029750744,3809;9813210;7342931
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2012;800000;48670;21965,33;60681537194,7076;9930911;7527829
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2013;800000;48670;21473,952;62682163837,6521;10048224;7711911
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2014;800000;48670;22145,013;67179914026,2773;10165178;7895294
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2015;800000;48670;24136,194;71164825257,7372;10281680;8077905
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2016;800000;48670;25258,296;75704720189,6204;10397743;8259551
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2017;NA;48670;NA;79997975622,7604;10513131;8439626
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2018;NA;48670;NA;85555378043,7999;10627165;8615868
"DOM";"Dominican Republic";"Santo Domingo";-69,8908;18,479;"Latin America & Caribbean";"Upper middle income";2019;NA;NA;NA;88941299734,2073;10738958;8787475
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1990;7081000;2381740;76970,33;62045099642,7774;25758869;13416507
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1991;7260000;2381740;79049,519;45715367087,1001;26400479;13958197
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1992;7562000;2381740;80138,618;48003298223,1178;27028326;14502589
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1993;7533000;2381740;82210,473;49946455210,966;27635515;15044498
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1994;7477000;2381740;86416,522;42542571305,5136;28213774;15579364
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1995;7519000;2381740;95294,329;41764052457,8814;28757785;16103497
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1996;7521000;2381740;97098,493;46941496779,8499;29266405;16615709
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1997;7650000;2381740;87340,606;48177862501,9495;29742979;17115300
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1998;7661000;2381740;106999,393;48187747528,899;30192754;17606301
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";1999;7673000;2381740;92045,367;48640580406,7654;30623406;18103945
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2000;7662000;2381740;87861,32;54790233855,966;31042235;18600197
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2001;7583000;2381740;84219,989;54744725765,7191;31451514;19094843
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2002;7547000;2381740;89907,506;56760246981,7525;31855109;19591211
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2003;7503700,1953125;2381740;91575,991;67863841333,4195;32264157;20095408
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2004;7493000;2381740;88510,379;85325003122,0947;32692163;20616005
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2005;7511000;2381740;107278,085;103198251003,394;33149724;21159469
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2006;7470000;2381740;101069,854;117027321306,159;33641002;21729732
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2007;7469000;2381740;109404,945;134845573817,762;34166972;22327433
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2008;7489000;2381740;110208,018;171008067513,162;34730608;22955890
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2009;7493000;2381740;121399,702;137206139022,712;35333881;23612219
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2010;7502000;2381740;119177,5;161155315145,814;35977455;24299173
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2011;7502000;2381740;121187,016;200254371997,255;36661444;25016303
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2012;7506500;2381740;129987,816;209021250805,932;37383887;25763106
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2013;7496200,1953125;2381740;134465,223;209724351221,97;38140132;26536378
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2014;7469399,90234375;2381740;145411,218;213860450595,829;38923687;27332602
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2015;7462100,09765625;2381740;153133,92;166361491140,753;39728025;28146511
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2016;7404200,1953125;2381740;150005,969;159994837855,12;40551404;28977628
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2017;NA;2381740;NA;170163165960,516;41389198;29821745
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2018;NA;2381740;NA;175405660377,358;42228429;30670086
"DZA";"Algeria";"Algiers";3,05097;36,7397;"Middle East & North Africa";"Lower middle income";2019;NA;NA;NA;171091289782,245;43053054;31510100
"ECU";"Ecuador";"Quito";-78,5243;-0,229498;"Latin America & Caribbean";"Upper middle income";1990;1604000;283560;16827,863;15239278100,3502;10230934;5636222
"ECU";"Ecuador";"Quito";-78,5243;-0,229498;"Latin America & Caribbean";"Upper middle income";1991;1644000;283560;16497,833;16988535267,6338;10472475;5834111
